battery_id,cycle,capacity,voltage_mean,current_mean,temp_mean,SoH,capacity_fade_rate,rolling_SoH_mean,rolling_temp_mean
B0005,1,1.8564874208181572,4.187419504014827,0.6434546691871927,25.32407901830568,70.31752145176546,0.0,70.31752145176546,25.32407901830568
B0005,2,1.8564874208181572,3.52982866886934,-1.8187019641679727,32.572328114029,70.31752145176546,0.0,70.31752145176546,28.94820356616734
B0005,3,1.846327249719927,4.058826443375249,0.949042672725116,26.635622628116085,69.93268822254888,0.0,70.31752145176546,28.17734325348359
B0005,4,1.846327249719927,3.5373201277859714,-1.817559850661287,32.72523522519307,69.93268822254888,0.0,70.12510483715717,29.314316246410957
B0005,5,1.835349194223408,4.058138828852896,0.9505286974657304,26.778175507896695,69.51687627347842,0.0,70.12510483715717,28.807088098708107
B0005,6,1.835349194223408,3.5437367282719,-1.816486541884096,32.64286193755933,69.51687627347842,0.0,69.92236198259758,30.270844682558835
B0005,7,1.8352625275821128,4.058904789088504,0.952311520621674,26.70320405781683,69.51359363157088,0.0,69.72478224801364,29.097019871316398
B0005,8,1.8352625275821128,3.5436661072601456,-1.8255891938692528,32.51487646204882,69.51359363157088,0.0,69.65438604253272,30.27287063810295
B0005,9,1.8346455082120416,4.058329981003973,0.9477284862498988,26.617004288392003,69.49022300578339,0.0,69.51523495252465,29.051224450742733
B0005,10,1.8346455082120416,3.5423432526672167,-1.8261139590277584,32.38234901543077,69.49022300578339,0.0,69.50689763694423,30.172059152249552
B0005,11,1.8356616600675493,4.059785107501149,0.93266069438483,26.51849450408942,69.52871143241998,0.0,69.50190831867712,28.947185665555573
B0005,12,1.8356616600675493,3.541334734634757,-1.8168108743168805,32.43418218230641,69.52871143241998,0.0,69.51084268992474,30.093381290453486
B0005,13,1.8351461429226603,4.058914241429766,0.9322724824266048,26.620706323978894,69.50918537073596,0.0,69.50946721910168,28.9145472628395
B0005,14,1.8351461429226603,3.541025049507521,-1.816791144707133,32.480416444757985,69.50918537073596,0.0,69.50937326964645,30.0872296941127
B0005,15,1.8257567905665535,4.053425643583468,0.9653291698755072,26.73791888890172,69.15354817205905,0.0,69.51894840157797,28.958343668806883
B0005,16,1.8257567905665535,3.554133296801584,-1.844341212075406,32.41046186109587,69.15354817205905,0.0,69.39714832507167,30.136737140208176
B0005,17,1.8247738529891333,4.055637707823975,0.9616213808811536,26.74145703066146,69.11631779095818,0.0,69.33136677139751,28.998192109879188
B0005,18,1.8247738529891333,3.5529355991467955,-1.853972745505648,32.3461408313,69.11631779095818,0.0,69.25968377791774,30.143279011343406
B0005,19,1.824613268496936,4.055138987448824,0.9608152867945828,26.7021703105932,69.11023538859538,0.0,69.13493298150863,28.98762978451045
B0005,20,1.824613268496936,3.5512057319377,-1.853589933851096,32.27679750791685,69.11023538859538,0.0,69.12670045053754,30.095405508313473
B0005,21,1.8246195526864504,4.054491573689291,0.961954518108792,26.608132946993933,69.11047341263263,0.0,69.11327658977677,28.934939725493088
B0005,22,1.8246195526864504,3.549292319740949,-1.863380178294828,32.15709350345252,69.11047341263263,0.0,69.11234219739539,30.018067020051298
B0005,23,1.814201935767392,4.0526146919932,0.9688176644385617,26.63314786563377,68.71588899855706,0.0,69.110354400614,28.875468426918054
B0005,24,1.814201935767392,4.076087195502948,0.948479102987148,27.033644494333256,68.71588899855706,0.0,69.110354400614,28.941763263666065
B0005,25,1.814201935767392,3.559759220648976,-1.872968810287894,32.36407129853099,68.71588899855706,0.0,68.91318120559484,28.959218021788892
B0005,26,1.8137521577549052,4.054612747973269,0.9671176035785914,26.870618187745677,68.69885291488265,0.0,68.91318120559484,29.011715069939243
B0005,27,1.8137521577549052,3.558081969139198,-1.8826095043160835,32.3181954403762,68.69885291488265,0.0,68.70737095671986,29.043935457323975
