battery_id,cycle,capacity,voltage_mean,current_mean,temp_mean,SoH,capacity_fade_rate,rolling_SoH_mean,rolling_temp_mean,dV_dt,dT_dt,internal_resistance_proxy
B0005,1,1.8564874208181568,4.187419504014827,0.6434546691871927,25.32407901830568,91.21275158588917,0.0,91.21275158588917,25.32407901830568,0.0,0.0,6.5077148469593755
B0005,2,1.8564874208181568,3.52982866886934,-1.8187019641679727,32.572328114029,91.21275158588917,0.0,91.21275158588917,28.94820356616734,-0.6575908351454873,7.248249095723317,-1.9408505287913849
B0005,3,1.846327249719927,4.058826443375249,0.949042672725116,26.635622628116085,90.71356309042145,0.010160171098229753,91.04635542073326,28.17734325348359,0.5289977745059091,-5.936705485912913,4.27675863269729
B0005,4,1.846327249719927,3.5373201277859714,-1.817559850661287,32.72523522519307,90.71356309042145,0.0,90.9631573381553,29.314316246410957,-0.5215063155892778,6.089612597076982,-1.946191827740352
B0005,5,1.835349194223408,4.058138828852896,0.9505286974657304,26.77817550789669,90.17419038168593,0.01097805549651909,90.80536394686143,28.807088098708107,0.5208187010669247,-5.947059717296376,4.269349089272715
B0005,6,1.835349194223408,3.5437367282719,-1.816486541884096,32.64286193755933,90.17419038168593,0.0,90.59765170602078,30.270844682558835,-0.514402100580996,5.86468642966264,-1.9508741994841678
B0005,7,1.8352625275821128,4.058904789088504,0.952311520621674,26.70320405781683,90.1699322850597,8.666664129508561e-05,90.38908784585489,29.097019871316398,0.5151680608166038,-5.9396578797425015,4.262160754328405
B0005,8,1.8352625275821128,3.5436661072601456,-1.8255891938692528,32.51487646204882,90.1699322850597,0.0,90.28036168478255,30.27287063810295,-0.5152386818283583,5.811672404231988,-1.9411081743694525
B0005,9,1.8346455082120416,4.058329981003973,0.9477284862498988,26.617004288392003,90.13961695197696,0.0006170193700711923,90.16557245709365,29.051224450742733,0.5146638737438272,-5.897872173656815,4.282165240239349
B0005,10,1.8346455082120416,3.5423432526672167,-1.8261139590277584,32.38234901543077,90.13961695197696,0.0,90.15865777115185,30.172059152249552,-0.5159867283367561,5.765344727038766,-1.9398259539909526
